col_1,Stage,Sub-Stage,Item,Well Type,Requirement - under either EPA's UIC Class VI or potentially,Adjust Capital Cost to Last Year of Permitting,Capitalize or Expense,Depreciation Category,"Well-Drilling, Monitoring, or Labor (as categorized in model","For Fin. Resp.: Corr. Action, Inject. Well Plug. or Em. & Re",Financial Responsibility Category,Categories for Detailed Cost Breakdown,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity
461,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to drill and complete,Dual Completion,"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
462,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to drill and complete,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Ab Seal,,,,,,,,,,,,
463,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to drill and complete,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
464,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to drill and complete,Secondary Dual Completion,"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
465,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 1, Well 1: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
466,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 1, Well 1: Conv. Strat to In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
467,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 1, Well 2: Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
468,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 1, Well 2: Conv. Strat to Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
469,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
470,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
471,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 2, Well 1: Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
472,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 2, Well 1: Conv. Strat to Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
473,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 2, Well 2: Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
474,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 2, Well 2: Conv. Strat to Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
475,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
476,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
477,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 3, Well 1: Above Seal","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Ab Seal,,,,,,,,,,,,
478,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 3, Well 1: Conv. Strat to Above Seal","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Ab Seal,,,,,,,,,,,,
479,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 3, Well 2: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
480,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 3, Well 2: Conv. Strat to In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
481,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
482,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
483,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 4, Well 1: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
484,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 4, Well 1: Conv. Strat to In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
485,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 4, Well 2: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
486,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,"Satellite 4, Well 2: Conv. Strat to In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
487,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
488,Operations,"4.2 Drilling Costs, Part A",Cost to drill and complete,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
489,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,Primary Above Seal,"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Ab Seal,,,,,,,,,,,,
490,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,Dual Completion,"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
491,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Ab Seal,,,,,,,,,,,,
492,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
493,Permitting & Site Construction,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,Secondary Dual Completion,"Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
494,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 1, Well 1: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
495,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 1, Well 2: Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
496,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water production,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
497,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water disposal,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
498,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 2, Well 1: Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
499,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 2, Well 2: Dual Completion","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Dual Comp,,,,,,,,,,,,
500,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water production,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
501,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water disposal,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
502,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 3, Well 1: Above Seal","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Ab Seal,,,,,,,,,,,,
503,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 3, Well 2: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
504,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water production,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
505,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water disposal,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
506,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 4, Well 1: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
507,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for monitoring,"Satellite 4, Well 2: In Reservoir","Yes, § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-In Res,,,,,,,,,,,,
508,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water production,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Prod,,,,,,,,,,,,
509,Operations,"4.2 Drilling Costs, Part A",Cost to rework existing well for water disposal,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Drl & Cmp-Wat Disp,,,,,,,,,,,,
510,Site Selection & Site Characterization,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Strat Test,"Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Strat,,,,,,,,,,,,
511,Permitting & Site Construction,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Injection,"Yes, § 146.87 (2)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
512,Permitting & Site Construction,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Primary Above Seal,"Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
513,Permitting & Site Construction,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Dual Completion,"Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
514,Permitting & Site Construction,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
515,Permitting & Site Construction,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
516,Permitting & Site Construction,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Secondary Dual Completion,"Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
517,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 1, Well 1: In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
518,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 1, Well 1: Conv. Strat to In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
519,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 1, Well 2: Dual Completion","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
520,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 1, Well 2: Conv. Strat to Dual Completion","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
521,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
522,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
523,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 2, Well 1: Dual Completion","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
524,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 2, Well 1: Conv. Strat to Dual Completion","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
525,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 2, Well 2: Dual Completion","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
526,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 2, Well 2: Conv. Strat to Dual Completion","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
527,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
528,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
529,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 3, Well 1: Above Seal","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
530,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 3, Well 1: Conv. Strat to Above Seal","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
531,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 3, Well 2: In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
532,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 3, Well 2: Conv. Strat to In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
533,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
534,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
535,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 4, Well 1: In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
536,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 4, Well 1: Conv. Strat to In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
537,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 4, Well 2: In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
538,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,"Satellite 4, Well 2: Conv. Strat to In Reservoir","Yes, § 146.82(c)(2), (3), (4), (6), (7), and (10) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
539,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
540,Operations,4.3 Wireline (Geophysical) Logging:,Total cost of all wireline logging,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
541,Site Selection & Site Characterization,4.4 Core Recovery:,Total cost of all coring activities,Strat Test,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Strat,,,,,,,,,,,,
542,Permitting & Site Construction,4.4 Core Recovery:,Total cost of all coring activities,Injection,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
543,Permitting & Site Construction,4.4 Core Recovery:,Total cost of all coring activities,Primary Above Seal,"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
544,Permitting & Site Construction,4.4 Core Recovery:,Total cost of all coring activities,Dual Completion,"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
545,Permitting & Site Construction,4.4 Core Recovery:,Total cost of all coring activities,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
546,Permitting & Site Construction,4.4 Core Recovery:,Total cost of all coring activities,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
547,Permitting & Site Construction,4.4 Core Recovery:,Total cost of all coring activities,Secondary Dual Completion,"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
548,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 1, Well 1: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
549,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 1, Well 2: Dual Completion","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
550,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 1 - Water Production,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
551,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 1 - Water Disposal,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
552,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 2, Well 1: Dual Completion","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
553,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 2, Well 2: Dual Completion","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
554,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 2 - Water Production,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
555,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 2 - Water Disposal,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
556,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 3, Well 1: Above Seal","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
557,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 3, Well 2: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
558,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 3 - Water Production,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
559,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 3 - Water Disposal,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
560,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 4, Well 1: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
561,Operations,4.4 Core Recovery:,Total cost of all coring activities,"Satellite 4, Well 2: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
562,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 4 - Water Production,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
563,Operations,4.4 Core Recovery:,Total cost of all coring activities,Satellite 4 - Water Disposal,"Yes, § 146.87(b)",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
564,Site Selection & Site Characterization,4.5 Fluid Recovery:,Cost of fluid samples,Strat Test,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Strat,,,,,,,,,,,,
565,Permitting & Site Construction,4.5 Fluid Recovery:,Cost of fluid samples,Injection,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
566,Permitting & Site Construction,4.5 Fluid Recovery:,Cost of fluid samples,Primary Above Seal,"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
567,Permitting & Site Construction,4.5 Fluid Recovery:,Cost of fluid samples,Dual Completion,"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
